Pos/x,Pos/y,Pos/z,Node/id
9331.0,7776.0,5579.0,91
8182.0,2510.0,4431.0,92
7573.0,1165.0,1314.0,93
8984.0,2455.0,4384.0,94
1119.0,4870.0,6221.0,95
2751.0,8878.0,3321.0,96
2941.0,7570.0,5008.0,97
1779.0,6680.0,3418.0,98
8413.0,6910.0,3371.0,99
4640.0,2905.0,6007.0,100
9887.0,9459.0,6418.0,101
5111.0,4923.0,3992.0,102
9811.0,7694.0,1482.0,103
5195.0,9102.0,351.0,104
824.0,9938.0,6135.0,105
3464.0,8874.0,6120.0,106
7084.0,6615.0,3688.0,107
6578.0,8581.0,1449.0,108
1179.0,639.0,6486.0,109
2614.0,683.0,8130.0,110
2221.0,8966.0,4281.0,111
2514.0,1244.0,1849.0,112
1097.0,8155.0,3392.0,113
6822.0,2264.0,1040.0,114
6900.0,1297.0,8392.0,115
4941.0,5087.0,7116.0,116
3976.0,5293.0,8470.0,117
2730.0,9214.0,1738.0,118
3708.0,5538.0,7297.0,119
8818.0,6415.0,9501.0,120
3774.0,7284.0,1964.0,121
5515.0,8565.0,8186.0,122
624.0,4326.0,312.0,123
9504.0,3254.0,2039.0,124
2814.0,5965.0,5182.0,125
2565.0,481.0,8677.0,126
299.0,9756.0,6116.0,127
9753.0,9269.0,2549.0,128
8640.0,3858.0,1723.0,129
8674.0,2028.0,8414.0,130
5033.0,720.0,122.0,131
3110.0,5454.0,4942.0,132
3261.0,8512.0,6383.0,133
3675.0,5192.0,9069.0,134
1170.0,2913.0,2936.0,135
469.0,6049.0,8729.0,136
4105.0,8539.0,4480.0,137
8237.0,6990.0,3992.0,138
1887.0,2412.0,2848.0,139
8302.0,5591.0,8186.0,140
8168.0,3100.0,8077.0,141
79.0,1811.0,1224.0,142
9200.0,4786.0,4557.0,143
6352.0,2009.0,1486.0,144
1933.0,9487.0,253.0,145
7636.0,4230.0,1623.0,146
2390.0,6657.0,6201.0,147
5861.0,4385.0,7995.0,148
3212.0,6678.0,1654.0,149
2779.0,6267.0,7959.0,150
5617.0,9379.0,7833.0,151
5357.0,8496.0,8512.0,152
2085.0,8479.0,5035.0,153
3844.0,224.0,3404.0,154
4909.0,5705.0,29.0,155
8296.0,1119.0,5666.0,156
1803.0,815.0,4899.0,157
453.0,7456.0,5723.0,158
156.0,6777.0,2354.0,159
6092.0,8579.0,1284.0,160
5468.0,4895.0,1995.0,161
2794.0,8877.0,560.0,162
6751.0,2865.0,6678.0,163
8735.0,5720.0,299.0,164
7083.0,7042.0,8579.0,165
1670.0,2464.0,9296.0,166
8040.0,6690.0,5059.0,167
6183.0,3506.0,4236.0,168
996.0,8352.0,9814.0,169
4719.0,6325.0,2315.0,170
87.0,6418.0,4729.0,171
3210.0,8394.0,7097.0,172
6872.0,5028.0,4066.0,173
173.0,6820.0,9984.0,174
5654.0,3825.0,9473.0,175
8151.0,3761.0,320.0,176
5507.0,6222.0,4434.0,177
2544.0,1045.0,3084.0,178
3030.0,8489.0,598.0,179
3035.0,497.0,2923.0,180
9442.0,8432.0,4849.0,181
5834.0,5501.0,6156.0,182
8445.0,5876.0,2038.0,183
18.0,9817.0,1956.0,184
659.0,5867.0,4272.0,185
643.0,1633.0,1757.0,186
9444.0,2916.0,7872.0,187
9984.0,8986.0,6646.0,188
8347.0,9831.0,8855.0,189
242.0,2407.0,6818.0,190
9572.0,776.0,6894.0,191
4621.0,2997.0,4761.0,192
5588.0,4566.0,490.0,193
4207.0,1201.0,2928.0,194
650.0,7897.0,4367.0,195
3676.0,2318.0,4773.0,196
6323.0,4423.0,4539.0,197
1036.0,9026.0,1492.0,198
3668.0,1927.0,1755.0,199
9487.0,3674.0,8887.0,200
9162.0,9538.0,4193.0,201
1890.0,6535.0,3162.0,202
9562.0,2453.0,6497.0,203
1515.0,8261.0,1681.0,204
2991.0,2658.0,1680.0,205
374.0,591.0,232.0,206
5711.0,5881.0,3492.0,207
9951.0,5384.0,5866.0,208
3667.0,7280.0,134.0,209
5902.0,7640.0,554.0,210
5617.0,2423.0,3370.0,211
1446.0,1042.0,382.0,212
8652.0,1881.0,3500.0,213
5569.0,3323.0,1884.0,214
7016.0,2067.0,2367.0,215
5358.0,8303.0,6153.0,216
2261.0,1511.0,6398.0,217
4062.0,8285.0,5448.0,218
7787.0,2316.0,7347.0,219
9929.0,1642.0,565.0,220
4035.0,4559.0,6184.0,221
4010.0,2551.0,8645.0,222
511.0,3857.0,6285.0,223
8874.0,994.0,2556.0,224
5515.0,1359.0,3263.0,225
5784.0,8921.0,5142.0,226
3150.0,8622.0,6211.0,227
4584.0,1367.0,1139.0,228
5996.0,1066.0,4394.0,229
7743.0,6481.0,7157.0,230
1301.0,1730.0,2422.0,231
4774.0,584.0,4174.0,232
7791.0,577.0,2645.0,233
4632.0,2855.0,7916.0,234
1518.0,9183.0,6238.0,235
5359.0,5409.0,2660.0,236
1005.0,4240.0,3601.0,237
7645.0,6933.0,911.0,238
6582.0,1987.0,9433.0,239
3707.0,5697.0,8947.0,240
9571.0,7599.0,3478.0,241
8767.0,391.0,404.0,242
9884.0,3825.0,1729.0,243
4801.0,4650.0,2329.0,244
8274.0,5389.0,6912.0,245
124.0,1847.0,1572.0,246
5559.0,5221.0,5571.0,247
5551.0,8764.0,3168.0,248
1225.0,9704.0,7925.0,249
212.0,6991.0,1733.0,250
7064.0,4211.0,4703.0,251
4959.0,4872.0,9882.0,252
3572.0,609.0,5862.0,253
2232.0,9549.0,7524.0,254
1580.0,126.0,4374.0,255
4856.0,4645.0,2902.0,256
6073.0,6378.0,4582.0,257
5187.0,3326.0,8943.0,258
1188.0,2590.0,1817.0,259
4608.0,8430.0,1070.0,260
4778.0,3147.0,8211.0,261
6195.0,3811.0,8076.0,262
5657.0,2077.0,7502.0,263
1742.0,550.0,3662.0,264
3118.0,1517.0,4885.0,265
23.0,4881.0,1450.0,266
4877.0,5443.0,6818.0,267
1191.0,4437.0,1578.0,268
1696.0,9172.0,3682.0,269
6881.0,351.0,8274.0,270
6502.0,3243.0,2133.0,271
9621.0,72.0,7293.0,272
2112.0,2647.0,7474.0,273
7797.0,3437.0,7726.0,274
4435.0,7275.0,5892.0,275
6070.0,2682.0,3514.0,276
6167.0,3287.0,3598.0,277
3229.0,9886.0,5751.0,278
3833.0,5258.0,5735.0,279
2782.0,7144.0,1464.0,280
8371.0,8937.0,1963.0,281
5662.0,1086.0,6535.0,282
7196.0,4953.0,5476.0,283
4079.0,9352.0,7527.0,284
1532.0,2987.0,3747.0,285
4608.0,1411.0,2347.0,286
6455.0,5794.0,7915.0,287
5004.0,1234.0,9104.0,288
2299.0,2579.0,193.0,289
3294.0,6144.0,3307.0,290
3146.0,9118.0,5714.0,291
169.0,6224.0,7068.0,292
8924.0,2711.0,565.0,293
3586.0,6410.0,8725.0,294
7.0,5209.0,4744.0,295
1494.0,5602.0,2182.0,296
3749.0,9628.0,3799.0,297
5106.0,2015.0,6088.0,298
8900.0,9688.0,1967.0,299
8175.0,8244.0,1871.0,300
1162.0,7368.0,4427.0,301
1530.0,2364.0,3627.0,302
2607.0,9682.0,5220.0,303
4901.0,2447.0,9200.0,304
2732.0,324.0,8627.0,305
7849.0,8787.0,2480.0,306
4726.0,7954.0,7133.0,307
6025.0,4846.0,2342.0,308
3034.0,2027.0,6754.0,309
2830.0,7525.0,997.0,310
8473.0,8092.0,71.0,311
4021.0,6695.0,3306.0,312
2278.0,2160.0,2314.0,313
6300.0,7576.0,3329.0,314
4496.0,1488.0,8790.0,315
7978.0,8399.0,4818.0,316
2163.0,1534.0,7954.0,317
1753.0,7653.0,9291.0,318
9459.0,8090.0,5497.0,319
6139.0,1106.0,874.0,320
1606.0,9441.0,2899.0,321
3648.0,464.0,1156.0,322
1626.0,4513.0,1956.0,323
4166.0,2753.0,9432.0,324
8900.0,9473.0,5473.0,325
3237.0,9444.0,1770.0,326
957.0,3735.0,972.0,327
6043.0,2854.0,5541.0,328
6356.0,554.0,870.0,329
5231.0,4021.0,4479.0,330
9181.0,2661.0,967.0,331
2836.0,4876.0,6016.0,332
2320.0,6322.0,5526.0,333
6557.0,378.0,4516.0,334
8579.0,2364.0,7815.0,335
1136.0,1508.0,8740.0,336
3444.0,5054.0,8895.0,337
9332.0,5253.0,2133.0,338
3828.0,7440.0,2644.0,339
962.0,476.0,853.0,340
7813.0,6500.0,3549.0,341
1179.0,2280.0,9706.0,342
2497.0,3273.0,2989.0,343
9643.0,969.0,6277.0,344
8143.0,297.0,5056.0,345
7761.0,1811.0,1447.0,346
6368.0,5855.0,6766.0,347
3256.0,4755.0,5157.0,348
1733.0,7187.0,9936.0,349
35.0,7277.0,3858.0,350
129.0,1209.0,2338.0,351
1861.0,8601.0,2094.0,352
7834.0,4352.0,334.0,353
7514.0,6416.0,2360.0,354
3750.0,6717.0,2444.0,355
4985.0,44.0,7447.0,356
3873.0,9469.0,9918.0,357
2987.0,5400.0,8437.0,358
8524.0,3516.0,427.0,359
975.0,8756.0,3623.0,360
4687.0,5443.0,4830.0,361
6978.0,9928.0,84.0,362
2653.0,7217.0,6935.0,363
1212.0,244.0,2194.0,364
7700.0,103.0,3376.0,365
4398.0,7071.0,271.0,366
4258.0,9516.0,9683.0,367
1729.0,6642.0,9483.0,368
4468.0,3451.0,5749.0,369
8036.0,6555.0,6193.0,370
3982.0,8910.0,4841.0,371
5310.0,3130.0,5339.0,372
1556.0,3063.0,4488.0,373
1962.0,9282.0,2146.0,374
6639.0,4069.0,1094.0,375
9703.0,5503.0,6991.0,376
1135.0,5148.0,3282.0,377
7584.0,7453.0,2217.0,378
1566.0,643.0,3051.0,379
8412.0,9395.0,9421.0,380
8856.0,2079.0,1895.0,381
124.0,8086.0,1985.0,382
4961.0,3218.0,7046.0,383
5409.0,3321.0,5723.0,384
3266.0,5989.0,1518.0,385
3486.0,5427.0,5381.0,386
25.0,1243.0,3762.0,387
1540.0,564.0,4445.0,388
3814.0,4249.0,433.0,389
4130.0,8824.0,1496.0,390
2013.0,1796.0,3316.0,391
5409.0,9221.0,306.0,392
4071.0,604.0,4554.0,393
1995.0,9507.0,9721.0,394
4231.0,2385.0,9703.0,395
912.0,2559.0,6005.0,396
4940.0,8268.0,2855.0,397
8768.0,9999.0,9947.0,398
5062.0,4081.0,8415.0,399
7631.0,2940.0,4574.0,400
7815.0,984.0,7738.0,401
1804.0,8921.0,5091.0,402
5376.0,9185.0,6930.0,403
6033.0,3258.0,7114.0,404
5242.0,4788.0,9422.0,405
2607.0,4149.0,1047.0,406
3279.0,2437.0,4224.0,407
8894.0,4511.0,2276.0,408
6244.0,8710.0,6089.0,409
6500.0,7459.0,4661.0,410
4891.0,7922.0,398.0,411
5797.0,4537.0,9186.0,412
5516.0,1167.0,6389.0,413
3955.0,5019.0,1330.0,414
1412.0,3046.0,2569.0,415
5434.0,6614.0,8514.0,416
6017.0,381.0,7797.0,417
5057.0,5680.0,8752.0,418
8479.0,1767.0,1368.0,419
4197.0,4882.0,4184.0,420
7281.0,4049.0,1498.0,421
5803.0,2480.0,4687.0,422
4675.0,5411.0,5847.0,423
9600.0,7970.0,2468.0,424
5642.0,1980.0,707.0,425
310.0,6609.0,6844.0,426
6039.0,985.0,4026.0,427
3004.0,9014.0,7554.0,428
6791.0,3409.0,9194.0,429
3034.0,7763.0,8661.0,430
692.0,8795.0,3421.0,431
4733.0,7024.0,1670.0,432
7435.0,6806.0,5376.0,433
4685.0,5438.0,9244.0,434
8329.0,1032.0,2383.0,435
1578.0,4508.0,1922.0,436
5292.0,9125.0,3612.0,437
3216.0,1836.0,611.0,438
9715.0,3354.0,1838.0,439
4595.0,3577.0,1180.0,440
2399.0,7528.0,3286.0,441
1203.0,6716.0,3089.0,442
5209.0,1644.0,1988.0,443
2727.0,5357.0,271.0,444
8284.0,4687.0,7918.0,445
8961.0,9853.0,3737.0,446
8690.0,252.0,3089.0,447
1913.0,2326.0,5309.0,448
7425.0,1599.0,9689.0,449
1497.0,1117.0,6390.0,450
8421.0,2500.0,3464.0,451
7935.0,14.0,9181.0,452
5412.0,5347.0,9938.0,453
144.0,6161.0,199.0,454
6987.0,5002.0,6340.0,455
2656.0,8200.0,7901.0,456
696.0,3679.0,5838.0,457
1179.0,5041.0,9383.0,458
9524.0,1234.0,8456.0,459
792.0,6254.0,970.0,460
9598.0,3212.0,3049.0,461
118.0,9549.0,9105.0,462
6887.0,6903.0,8791.0,463
7700.0,4841.0,4174.0,464
1989.0,4137.0,9936.0,465
1687.0,8482.0,9811.0,466
9802.0,3611.0,1127.0,467
3730.0,2004.0,6015.0,468
9244.0,5860.0,1999.0,469
1530.0,22.0,4251.0,470
7019.0,5294.0,4109.0,471
1766.0,2494.0,986.0,472
7328.0,2996.0,7773.0,473
8516.0,3555.0,2797.0,474
1457.0,6978.0,7367.0,475
645.0,4686.0,6555.0,476
5672.0,4759.0,4976.0,477
8999.0,9582.0,7691.0,478
4543.0,931.0,2371.0,479
8210.0,6557.0,4168.0,480
8893.0,2426.0,8907.0,481
2846.0,2674.0,9607.0,482
8626.0,2280.0,1105.0,483
2827.0,2065.0,8283.0,484
4719.0,3333.0,7779.0,485
5199.0,2743.0,3488.0,486
498.0,8961.0,1590.0,487
4739.0,4448.0,6416.0,488
5992.0,4396.0,3077.0,489
5719.0,5277.0,4196.0,490
9402.0,5859.0,5910.0,491
3454.0,6740.0,3343.0,492
8999.0,4777.0,5633.0,493
503.0,615.0,9859.0,494
1100.0,9730.0,8262.0,495
1242.0,7607.0,9217.0,496
2535.0,3203.0,451.0,497
6018.0,4761.0,3935.0,498
2296.0,6306.0,2637.0,499
4192.0,4915.0,8104.0,500
3997.0,7364.0,5332.0,501
9946.0,7450.0,2452.0,502
9992.0,6435.0,4556.0,503
7150.0,9858.0,9413.0,504
6677.0,7344.0,8197.0,505
1371.0,9640.0,8693.0,506
3296.0,5859.0,8483.0,507
1717.0,8682.0,4462.0,508
7898.0,3531.0,2899.0,509
5106.0,9983.0,476.0,510
3434.0,258.0,2696.0,511
4966.0,3742.0,5263.0,512
7151.0,2192.0,8191.0,513
6112.0,6358.0,1202.0,514
5825.0,5696.0,7242.0,515
2312.0,8165.0,7995.0,516
8873.0,1676.0,791.0,517
5045.0,9314.0,7650.0,518
4426.0,2821.0,5831.0,519
5500.0,693.0,3702.0,520
360.0,7940.0,9726.0,521
7378.0,5282.0,4193.0,522
5523.0,2589.0,2239.0,523
9248.0,1199.0,5673.0,524
1264.0,6070.0,1164.0,525
6231.0,8391.0,836.0,526
7244.0,9220.0,6025.0,527
8552.0,2327.0,2560.0,528
5895.0,8559.0,6736.0,529
1899.0,6793.0,6403.0,530
2008.0,2398.0,1719.0,531
9946.0,1410.0,5394.0,532
8949.0,8941.0,5879.0,533
3400.0,9255.0,5256.0,534
2380.0,2642.0,7524.0,535
3991.0,2808.0,3355.0,536
561.0,7687.0,6729.0,537
3925.0,9181.0,161.0,538
5657.0,7477.0,8787.0,539
9251.0,5503.0,5723.0,540
2370.0,6589.0,2790.0,541
7953.0,5338.0,7519.0,542
3487.0,2755.0,4511.0,543
8667.0,689.0,9240.0,544
7875.0,8704.0,485.0,545
4268.0,4169.0,5541.0,546
2859.0,5034.0,2268.0,547
6500.0,8108.0,5988.0,548
9755.0,7818.0,3579.0,549
2665.0,4890.0,4564.0,550
7437.0,1749.0,9685.0,551
8564.0,3118.0,2802.0,552
7584.0,5028.0,3128.0,553
4220.0,6504.0,8509.0,554
5212.0,9897.0,9632.0,555
4215.0,2862.0,6433.0,556
7078.0,5281.0,2769.0,557
3137.0,2618.0,6745.0,558
4303.0,3332.0,1177.0,559
6886.0,3488.0,8208.0,560
3417.0,2776.0,7355.0,561
4090.0,1841.0,608.0,562
6840.0,2982.0,279.0,563
845.0,2465.0,8843.0,564
6922.0,3756.0,9358.0,565
957.0,9058.0,1747.0,566
4194.0,2681.0,8921.0,567
5695.0,4771.0,1710.0,568
8863.0,1435.0,906.0,569
2128.0,5559.0,2478.0,570
7039.0,9987.0,6303.0,571
6900.0,8335.0,5898.0,572
1942.0,659.0,931.0,573
1293.0,1909.0,2328.0,574
3043.0,9686.0,9929.0,575
2996.0,4525.0,165.0,576
2504.0,228.0,7064.0,577
8875.0,3926.0,288.0,578
2174.0,9837.0,299.0,579
910.0,1107.0,1304.0,580
5184.0,2587.0,9924.0,581
6064.0,7631.0,8215.0,582
4317.0,93.0,8470.0,583
730.0,2133.0,5641.0,584
1312.0,2049.0,4054.0,585
1487.0,7921.0,1061.0,586
6150.0,4604.0,3189.0,587
3608.0,8316.0,9291.0,588
3359.0,6770.0,2652.0,589
9877.0,1458.0,6195.0,590
2201.0,801.0,7388.0,591
6025.0,508.0,5068.0,592
7522.0,7611.0,2994.0,593
715.0,4544.0,7690.0,594
7996.0,2595.0,1629.0,595
5714.0,7674.0,1304.0,596
587.0,4576.0,3070.0,597
9138.0,5663.0,5069.0,598
7111.0,2886.0,3400.0,599
6492.0,6614.0,7897.0,600
1707.0,1734.0,5487.0,601
112.0,5690.0,6657.0,602
8483.0,8836.0,8105.0,603
2453.0,4877.0,9059.0,604
6031.0,5008.0,3804.0,605
5243.0,3120.0,2100.0,606
8530.0,3056.0,9743.0,607
7379.0,3133.0,7631.0,608
6811.0,5692.0,2173.0,609
4136.0,7007.0,3483.0,610
3684.0,2652.0,2326.0,611
6638.0,1135.0,2552.0,612
1821.0,9707.0,9575.0,613
353.0,6816.0,9401.0,614
2355.0,7506.0,7410.0,615
1372.0,1128.0,6539.0,616
2928.0,951.0,634.0,617
3168.0,3747.0,3850.0,618
8656.0,2273.0,943.0,619
8065.0,2659.0,9748.0,620
7801.0,2047.0,9802.0,621
8070.0,8495.0,7560.0,622
8298.0,1146.0,6238.0,623
4585.0,4403.0,9118.0,624
1973.0,8963.0,4512.0,625
666.0,4864.0,6386.0,626
9808.0,7234.0,6979.0,627
7228.0,8750.0,6716.0,628
3792.0,7227.0,2928.0,629
9378.0,203.0,486.0,630
1841.0,3336.0,1779.0,631
1328.0,6383.0,2393.0,632
6147.0,7264.0,4436.0,633
3992.0,8457.0,9669.0,634
2256.0,6214.0,3562.0,635
6445.0,1544.0,771.0,636
1521.0,1176.0,9270.0,637
3575.0,3013.0,9198.0,638
8563.0,614.0,6649.0,639
5577.0,4356.0,3678.0,640
901.0,8411.0,8065.0,641
8490.0,6241.0,35.0,642
2838.0,1410.0,3870.0,643
5042.0,4137.0,5030.0,644
6823.0,5508.0,5870.0,645
313.0,328.0,3658.0,646
9002.0,7223.0,1040.0,647
4856.0,5000.0,2263.0,648
3140.0,1319.0,2297.0,649
2473.0,6810.0,8186.0,650
5951.0,5420.0,2696.0,651
3885.0,310.0,9711.0,652
7251.0,9625.0,3491.0,653
3891.0,6306.0,1637.0,654
4741.0,5297.0,4152.0,655
984.0,8853.0,9839.0,656
5583.0,1832.0,1278.0,657
8340.0,6309.0,6807.0,658
7572.0,8322.0,4404.0,659
7863.0,3027.0,1300.0,660
2615.0,8754.0,8236.0,661
5682.0,8779.0,7129.0,662
5228.0,1556.0,3599.0,663
9702.0,9554.0,7132.0,664
8259.0,9726.0,4566.0,665
6406.0,7957.0,7046.0,666
3158.0,594.0,1515.0,667
7947.0,9282.0,7518.0,668
4852.0,1035.0,40.0,669
6598.0,2899.0,7229.0,670
7435.0,7585.0,9160.0,671
8783.0,7007.0,6852.0,672
800.0,5908.0,9973.0,673
8488.0,3500.0,9152.0,674
3206.0,2233.0,3148.0,675
2671.0,7402.0,3798.0,676
4695.0,2843.0,7773.0,677
1189.0,7329.0,7019.0,678
1290.0,4449.0,990.0,679
2732.0,5523.0,2075.0,680
1761.0,476.0,3741.0,681
4924.0,9726.0,342.0,682
1603.0,1550.0,8982.0,683
9735.0,8507.0,4938.0,684
5531.0,6977.0,3788.0,685
2578.0,9309.0,9206.0,686
356.0,467.0,9762.0,687
1536.0,6191.0,6453.0,688
7796.0,2651.0,9675.0,689
8148.0,1996.0,91.0,690
4034.0,7774.0,6021.0,691
9568.0,9636.0,6829.0,692
5720.0,8173.0,5273.0,693
663.0,5635.0,2292.0,694
3835.0,2248.0,7784.0,695
1302.0,3133.0,7271.0,696
6412.0,7009.0,5242.0,697
9343.0,5006.0,2297.0,698
3993.0,6513.0,1988.0,699
1102.0,4457.0,4104.0,700
3942.0,4685.0,6096.0,701
8634.0,4635.0,5.0,702
4554.0,1289.0,7502.0,703
4646.0,7261.0,2824.0,704
4492.0,9248.0,4748.0,705
255.0,5787.0,2120.0,706
6230.0,8992.0,5905.0,707
6469.0,3710.0,1833.0,708
4950.0,9087.0,3389.0,709
323.0,9148.0,3834.0,710
283.0,9957.0,932.0,711
5338.0,8327.0,4943.0,712
1538.0,4824.0,9339.0,713
2911.0,7784.0,5132.0,714
5966.0,3203.0,596.0,715
3225.0,7805.0,9808.0,716
6029.0,1918.0,987.0,717
6144.0,1464.0,642.0,718
8454.0,6069.0,9249.0,719
966.0,9376.0,2631.0,720
5584.0,2226.0,9627.0,721
5369.0,5989.0,8060.0,722
1488.0,3550.0,599.0,723
5724.0,7453.0,1750.0,724
5092.0,4363.0,1340.0,725
7273.0,5593.0,6290.0,726
8800.0,5137.0,6794.0,727
5942.0,3380.0,9718.0,728
7512.0,6125.0,8774.0,729
1757.0,5674.0,5202.0,730
7141.0,8041.0,5273.0,731
6875.0,8746.0,20.0,732
1662.0,5932.0,7676.0,733
9607.0,8985.0,7202.0,734
9532.0,3965.0,3446.0,735
2945.0,8669.0,1310.0,736
7219.0,4546.0,4785.0,737
2655.0,3460.0,9030.0,738
108.0,2475.0,1200.0,739
8377.0,6339.0,6539.0,740
8391.0,5922.0,4099.0,741
6897.0,9087.0,203.0,742
7326.0,3508.0,8275.0,743
1925.0,9943.0,5146.0,744
1530.0,4132.0,9054.0,745
853.0,5872.0,5800.0,746
7705.0,6897.0,5640.0,747
5128.0,1834.0,7711.0,748
1055.0,8442.0,404.0,749
3712.0,9089.0,9036.0,750
8988.0,2994.0,8528.0,751
8131.0,7076.0,4279.0,752
8669.0,5247.0,816.0,753
6341.0,6189.0,6250.0,754
7865.0,2714.0,2528.0,755
99.0,2161.0,2984.0,756
4597.0,1073.0,5640.0,757
8580.0,5454.0,4127.0,758
7610.0,1146.0,7238.0,759
5870.0,836.0,6698.0,760
9221.0,9711.0,6098.0,761
2035.0,7262.0,7160.0,762
4707.0,1588.0,7456.0,763
4068.0,3874.0,7928.0,764
7224.0,3061.0,8037.0,765
1171.0,5810.0,7417.0,766
4150.0,1194.0,9228.0,767
4695.0,3.0,5025.0,768
3529.0,3316.0,41.0,769
4117.0,934.0,5693.0,770
7009.0,7807.0,8091.0,771
4221.0,1847.0,5337.0,772
660.0,2541.0,7961.0,773
6782.0,5735.0,9248.0,774
978.0,622.0,2262.0,775
9158.0,2246.0,7861.0,776
6374.0,7518.0,2501.0,777
6207.0,8644.0,3579.0,778
9174.0,7468.0,6146.0,779
1344.0,9163.0,130.0,780
9678.0,2005.0,3489.0,781
1029.0,7638.0,3822.0,782
1186.0,5008.0,9054.0,783
1079.0,5148.0,3659.0,784
8170.0,5512.0,8858.0,785
4877.0,6543.0,9864.0,786
513.0,9137.0,2448.0,787
8050.0,1399.0,3445.0,788
8724.0,4451.0,7156.0,789
3231.0,865.0,6305.0,790
217.0,7487.0,7137.0,791
2333.0,7671.0,5867.0,792
976.0,1735.0,2612.0,793
1140.0,3838.0,7443.0,794
4362.0,4325.0,2643.0,795
228.0,8318.0,1563.0,796
9949.0,2953.0,4579.0,797
1812.0,3518.0,7446.0,798
1106.0,5983.0,7164.0,799
9797.0,9438.0,1346.0,800
101.0,781.0,2461.0,801
7501.0,4075.0,7581.0,802
2227.0,885.0,3073.0,803
8542.0,874.0,8590.0,804
7379.0,9471.0,7082.0,805
212.0,2110.0,3348.0,806
9636.0,163.0,5046.0,807
823.0,7088.0,4641.0,808
3327.0,3112.0,1361.0,809
42.0,1456.0,3012.0,810
6407.0,2820.0,1691.0,811
3807.0,100.0,5851.0,812
874.0,1137.0,9666.0,813
7948.0,4307.0,5604.0,814
7606.0,169.0,8911.0,815
1783.0,4175.0,9941.0,816
6386.0,7472.0,7216.0,817
8652.0,6013.0,3400.0,818
3805.0,8232.0,2007.0,819
5647.0,3405.0,2365.0,820
6854.0,1123.0,7571.0,821
352.0,8368.0,4522.0,822
8429.0,3660.0,3772.0,823
385.0,2196.0,7447.0,824
4912.0,9879.0,7934.0,825
4728.0,8946.0,7402.0,826
4787.0,9178.0,8850.0,827
5562.0,4145.0,3453.0,828
5267.0,6099.0,1074.0,829
8292.0,7347.0,2094.0,830
1968.0,2000.0,8870.0,831
2696.0,9344.0,1366.0,832
4249.0,9689.0,6593.0,833
6408.0,2372.0,2567.0,834
